"","modgene","modtype","modchr","modstart","modend","modfeature"
"1367","PA4275","1","NC_002516.2",4783694,4783695,"inside"
"1368","PA4275","1","NC_002516.2",4783858,4783859,"upstream"
"1369","PA4279","1","NC_002516.2",4787845,4787846,"upstream"
"1370","PA4280.2","1","NC_002516.2",4791816,4791817,"upstream"
"1371","PA4285","1","NC_002516.2",4807425,4807426,"inside"
"1372","PA4292","1","NC_002516.2",4815423,4815424,"inside"
"1373","PA4292","1","NC_002516.2",4815753,4815754,"inside"
"1374","PA4294","1","NC_002516.2",4819838,4819839,"inside"
"1375","PA4296","1","NC_002516.2",4821663,4821664,"downstream"
"1376","PA4297","1","NC_002516.2",4821802,4821803,"inside"
"1377","PA4301","1","NC_002516.2",4826290,4826291,"upstream"
"1378","PA4303","1","NC_002516.2",4828022,4828023,"inside"
"1379","PA4307","1","NC_002516.2",4832430,4832431,"inside"
"1380","PA4307","1","NC_002516.2",4833061,4833062,"inside"
"1381","PA4309","1","NC_002516.2",4836112,4836113,"inside"
"1382","PA4309","1","NC_002516.2",4836313,4836314,"inside"
"1383","PA4310","1","NC_002516.2",4836944,4836945,"upstream"
"1384","PA4310","1","NC_002516.2",4838238,4838239,"inside"
"1385","PA4310","1","NC_002516.2",4838439,4838440,"inside"
"1386","PA4313a","1","NC_002516.2",4842218,4842219,"downstream"
"1387","PA4313a","1","NC_002516.2",4842219,4842220,"downstream"
"1388","PA4316","1","NC_002516.2",4845313,4845314,"inside"
"1389","PA4317","1","NC_002516.2",4846063,4846064,"inside"
"1390","PA4320","1","NC_002516.2",4848651,4848652,"inside"
"1391","PA4323","1","NC_002516.2",4852119,4852120,"upstream"
"1392","PA4333","1","NC_002516.2",4861679,4861680,"inside"
"1393","PA4335","1","NC_002516.2",4865232,4865233,"upstream"
"1394","PA4342","1","NC_002516.2",4871172,4871173,"inside"
"1395","PA4342","1","NC_002516.2",4872366,4872367,"upstream"
"1396","PA4352","1","NC_002516.2",4880952,4880953,"inside"
"1397","PA4355","1","NC_002516.2",4882898,4882899,"inside"
"1398","PA4357","1","NC_002516.2",4885715,4885716,"upstream"
"1399","PA4362","1","NC_002516.2",4890455,4890456,"inside"
"1400","PA4367","1","NC_002516.2",4894804,4894805,"inside"
"1401","PA4368","1","NC_002516.2",4897300,4897301,"inside"
"1402","PA4368","1","NC_002516.2",4897518,4897519,"upstream"
"1403","PA4370","1","NC_002516.2",4898609,4898610,"inside"
"1404","PA4373","1","NC_002516.2",4902596,4902597,"inside"
"1405","PA4375","1","NC_002516.2",4904356,4904357,"upstream"
"1406","PA4393","1","NC_002516.2",4923240,4923241,"inside"
"1407","PA4394","1","NC_002516.2",4924539,4924540,"inside"
"1408","PA4394","1","NC_002516.2",4924979,4924980,"inside"
"1409","PA4398","1","NC_002516.2",4928498,4928499,"inside"
"1410","PA4409","1","NC_002516.2",4942441,4942442,"inside"
"1411","PA4413","1","NC_002516.2",4946945,4946946,"inside"
"1412","PA4414","1","NC_002516.2",4948106,4948107,"inside"
"1413","PA4415","1","NC_002516.2",4949290,4949291,"inside"
"1414","PA4418","1","NC_002516.2",4953567,4953568,"inside"
"1415","PA4426","1","NC_002516.2",4960956,4960957,"inside"
"1416","PA4428","1","NC_002516.2",4962142,4962143,"inside"
"1417","PA4429","1","NC_002516.2",4962657,4962658,"inside"
"1418","PA4437","1","NC_002516.2",4970444,4970445,"inside"
"1419","PA4438","1","NC_002516.2",4971023,4971024,"inside"
"1420","PA4438","1","NC_002516.2",4971317,4971318,"inside"
"1421","PA4442","1","NC_002516.2",4975424,4975425,"inside"
"1422","PA4443","1","NC_002516.2",4977265,4977266,"inside"
"1423","PA4448","1","NC_002516.2",4983733,4983734,"upstream"
"1424","PA4453","1","NC_002516.2",4987027,4987028,"upstream"
"1425","PA4455","1","NC_002516.2",4987898,4987899,"inside"
"1426","PA4458","1","NC_002516.2",4990344,4990345,"inside"
"1427","PA4459","1","NC_002516.2",4990643,4990644,"upstream"
"1428","PA4459","1","NC_002516.2",4990653,4990654,"upstream"
"1429","PA4461","1","NC_002516.2",4992246,4992247,"inside"
"1430","PA4463","1","NC_002516.2",4994557,4994558,"inside"
"1431","PA4468","1","NC_002516.2",4997973,4997974,"inside"
"1432","PA4473","1","NC_002516.2",5002488,5002489,"downstream"
"1433","PA4475","1","NC_002516.2",5004732,5004733,"inside"
"1434","PA4475","1","NC_002516.2",5005600,5005601,"upstream"
"1435","PA4475","1","NC_002516.2",5006646,5006647,"upstream"
"1436","PA4477","1","NC_002516.2",5009514,5009515,"inside"
"1437","PA4484","1","NC_002516.2",5016173,5016174,"inside"
"1438","PA4487","1","NC_002516.2",5019242,5019243,"upstream"
"1439","PA4499","1","NC_002516.2",5036553,5036554,"inside"
"1440","PA4501","1","NC_002516.2",5038383,5038384,"upstream"
"1441","PA4502","1","NC_002516.2",5039972,5039973,"upstream"
"1442","PA4504","1","NC_002516.2",5043422,5043423,"inside"
"1443","PA4505","1","NC_002516.2",5043976,5043977,"upstream"
"1444","PA4506","1","NC_002516.2",5045052,5045053,"inside"
"1445","PA4506","1","NC_002516.2",5045805,5045806,"inside"
"1446","PA4508","1","NC_002516.2",5047225,5047226,"inside"
"1447","PA4517","1","NC_002516.2",5057535,5057536,"upstream"
"1448","PA4517","1","NC_002516.2",5058697,5058698,"inside"
"1449","PA4518","1","NC_002516.2",5059322,5059323,"downstream"
"1450","PA4519","1","NC_002516.2",5060677,5060678,"inside"
"1451","PA4520","1","NC_002516.2",5062568,5062569,"inside"
"1452","PA4520","1","NC_002516.2",5063516,5063517,"inside"
"1453","PA4522","1","NC_002516.2",5066122,5066123,"upstream"
"1454","PA4522","1","NC_002516.2",5066464,5066465,"upstream"
"1455","PA4526","1","NC_002516.2",5070975,5070976,"inside"
"1456","PA4539","1","NC_002516.2",5079724,5079725,"inside"
"1457","PA4541.3","1","NC_002516.2",5087975,5087976,"upstream"
"1458","PA4550","1","NC_002516.2",5098259,5098260,"inside"
"1459","PA4554","1","NC_002516.2",5100808,5100809,"inside"
"1460","PA4555","1","NC_002516.2",5102973,5102974,"upstream"
"1461","PA4557","1","NC_002516.2",5106038,5106039,"upstream"
"1462","PA4559","1","NC_002516.2",5106732,5106733,"inside"
"1463","PA4560","1","NC_002516.2",5108547,5108548,"inside"
"1464","PA4562","1","NC_002516.2",5111670,5111671,"inside"
"1465","PA4565","1","NC_002516.2",5115128,5115129,"upstream"
"1466","PA4570","1","NC_002516.2",5117983,5117984,"inside"
"1467","PA4581","1","NC_002516.2",5130161,5130162,"inside"
"1468","PA4590","1","NC_002516.2",5140975,5140976,"inside"
"1469","PA4591","1","NC_002516.2",5142897,5142898,"inside"
"1470","PA4594","1","NC_002516.2",5146150,5146151,"inside"
"1471","PA4594","1","NC_002516.2",5147408,5147409,"upstream"
"1472","PA4594","1","NC_002516.2",5147409,5147410,"upstream"
"1473","PA4595","1","NC_002516.2",5147639,5147640,"inside"
"1474","PA4596","1","NC_002516.2",5149718,5149719,"downstream"
"1475","PA4596","1","NC_002516.2",5150026,5150027,"downstream"
"1476","PA4597","1","NC_002516.2",5150567,5150568,"inside"
"1477","PA4597","1","NC_002516.2",5151394,5151395,"upstream"
"1478","PA4597","1","NC_002516.2",5151748,5151749,"upstream"
"1479","PA4599","1","NC_002516.2",5155003,5155004,"inside"
"1480","PA4601","1","NC_002516.2",5157816,5157817,"inside"
"1481","PA4603","1","NC_002516.2",5162771,5162772,"upstream"
"1482","PA4609","1","NC_002516.2",5168020,5168021,"inside"
"1483","PA4614","1","NC_002516.2",5172396,5172397,"inside"
"1484","PA4620","1","NC_002516.2",5179543,5179544,"upstream"
"1485","PA4620","1","NC_002516.2",5179599,5179600,"upstream"
"1486","PA4621","1","NC_002516.2",5181444,5181445,"inside"
"1487","PA4623","1","NC_002516.2",5183939,5183940,"downstream"
"1488","PA4624","1","NC_002516.2",5186584,5186585,"upstream"
"1489","PA4625","1","NC_002516.2",5192681,5192682,"inside"
"1490","PA4628","1","NC_002516.2",5195849,5195850,"inside"
"1491","PA4629","1","NC_002516.2",5197119,5197120,"upstream"
"1492","PA4635","1","NC_002516.2",5203502,5203503,"upstream"
"1493","PA4637","1","NC_002516.2",5206287,5206288,"inside"
"1494","PA4640","1","NC_002516.2",5209549,5209550,"inside"
"1495","PA4642","1","NC_002516.2",5209784,5209785,"downstream"
"1496","PA4648","1","NC_002516.2",5215171,5215172,"inside"
"1497","PA4650","1","NC_002516.2",5215949,5215950,"upstream"
"1498","PA4654","1","NC_002516.2",5222202,5222203,"inside"
"1499","PA4659","1","NC_002516.2",5227027,5227028,"inside"
"1500","PA4663","1","NC_002516.2",5231364,5231365,"inside"
"1501","PA4670","1","NC_002516.2",5238377,5238378,"upstream"
"1502","PA4674","1","NC_002516.2",5242776,5242777,"upstream"
"1503","PA4680","1","NC_002516.2",5249956,5249957,"upstream"
"1504","PA4681","1","NC_002516.2",5250772,5250773,"upstream"
"1505","PA4684","1","NC_002516.2",5253309,5253310,"inside"
"1506","PA4687","1","NC_002516.2",5257167,5257168,"upstream"
"1507","PA4687","1","NC_002516.2",5258126,5258127,"inside"
"1508","PA4689","1","NC_002516.2",5261016,5261017,"inside"
"1509","PA4689","1","NC_002516.2",5261176,5261177,"inside"
"1510","PA4689","1","NC_002516.2",5262053,5262054,"inside"
"1511","PA4689","1","NC_002516.2",5262383,5262384,"inside"
"1512","PA4689","1","NC_002516.2",5262641,5262642,"inside"
"1513","PA4690","1","NC_002516.2",5263069,5263070,"inside"
"1514","PA4690","1","NC_002516.2",5263556,5263557,"upstream"
"1515","PA4690.2","1","NC_002516.2",5267344,5267345,"upstream"
"1516","PA4694","1","NC_002516.2",5273671,5273672,"upstream"
"1517","PA4695","1","NC_002516.2",5273803,5273804,"inside"
"1518","PA4695","1","NC_002516.2",5274157,5274158,"upstream"
"1519","PA4696","1","NC_002516.2",5274906,5274907,"inside"
"1520","PA4699","1","NC_002516.2",5278509,5278510,"upstream"
"1521","PA4700","1","NC_002516.2",5279744,5279745,"inside"
"1522","PA4701","1","NC_002516.2",5281277,5281278,"inside"
"1523","PA4704.1","1","NC_002516.2",5283611,5283612,"upstream"
"1524","PA4705","1","NC_002516.2",5285038,5285039,"inside"
"1525","PA4706","1","NC_002516.2",5286102,5286103,"upstream"
"1526","PA4710","1","NC_002516.2",5289531,5289532,"inside"
"1527","PA4711","1","NC_002516.2",5290487,5290488,"upstream"
"1528","PA4711","1","NC_002516.2",5291007,5291008,"upstream"
"1529","PA4711","1","NC_002516.2",5291127,5291128,"upstream"
"1530","PA4721","1","NC_002516.2",5300433,5300434,"inside"
"1531","PA4725","1","NC_002516.2",5304041,5304042,"inside"
"1532","PA4725","1","NC_002516.2",5304418,5304419,"inside"
"1533","PA4726.1","1","NC_002516.2",5307795,5307796,"upstream"
"1534","PA4726.11","1","NC_002516.2",5308775,5308776,"inside"
"1535","PA4727","1","NC_002516.2",5309655,5309656,"inside"
"1536","PA4728","1","NC_002516.2",5310728,5310729,"inside"
"1537","PA4733","1","NC_002516.2",5315806,5315807,"inside"
"1538","PA4734","1","NC_002516.2",5316943,5316944,"upstream"
"1539","PA4734","1","NC_002516.2",5317889,5317890,"inside"
"1540","PA4739","1","NC_002516.2",5323783,5323784,"upstream"
"1541","PA4740","1","NC_002516.2",5324833,5324834,"inside"
"1542","PA4741","1","NC_002516.2",5326096,5326097,"upstream"
"1543","PA4744","1","NC_002516.2",5328700,5328701,"inside"
"1544","PA4744","1","NC_002516.2",5329179,5329180,"inside"
"1545","PA4750","1","NC_002516.2",5335411,5335412,"inside"
"1546","PA4750","1","NC_002516.2",5336660,5336661,"upstream"
"1547","PA4751","1","NC_002516.2",5336938,5336939,"inside"
"1548","PA4751","1","NC_002516.2",5337367,5337368,"inside"
"1549","PA4754","1","NC_002516.2",5339547,5339548,"upstream"
"1550","PA4755","1","NC_002516.2",5341203,5341204,"upstream"
"1551","PA4760","1","NC_002516.2",5347876,5347877,"upstream"
"1552","PA4761","1","NC_002516.2",5348492,5348493,"inside"
"1553","PA4773","1","NC_002516.2",5360991,5360992,"upstream"
"1554","PA4777","1","NC_002516.2",5364685,5364686,"upstream"
"1555","PA4779","1","NC_002516.2",5367566,5367567,"inside"
"1556","PA4780","1","NC_002516.2",5369017,5369018,"inside"
"1557","PA4784","1","NC_002516.2",5371793,5371794,"upstream"
"1558","PA4784","1","NC_002516.2",5372190,5372191,"inside"
"1559","PA4801","1","NC_002516.2",5386798,5386799,"upstream"
"1560","PA4803","1","NC_002516.2",5388477,5388478,"inside"
"1561","PA4807","1","NC_002516.2",5394108,5394109,"inside"
"1562","PA4817","1","NC_002516.2",5407053,5407054,"upstream"
"1563","PA4818","1","NC_002516.2",5408963,5408964,"inside"
"1564","PA4819","1","NC_002516.2",5409947,5409948,"inside"
"1565","PA4824","1","NC_002516.2",5414976,5414977,"inside"
"1566","PA4824","1","NC_002516.2",5415134,5415135,"inside"
"1567","PA4824","1","NC_002516.2",5415779,5415780,"upstream"
"1568","PA4833","1","NC_002516.2",5424137,5424138,"inside"
"1569","PA4833","1","NC_002516.2",5424138,5424139,"inside"
"1570","PA4833","1","NC_002516.2",5424212,5424213,"inside"
"1571","PA4835","1","NC_002516.2",5426428,5426429,"inside"
"1572","PA4835","1","NC_002516.2",5427067,5427068,"upstream"
"1573","PA4838","1","NC_002516.2",5430764,5430765,"inside"
"1574","PA4839","1","NC_002516.2",5432225,5432226,"inside"
"1575","PA4841","1","NC_002516.2",5434942,5434943,"upstream"
"1576","PA4845","1","NC_002516.2",5439065,5439066,"upstream"
"1577","PA4851","1","NC_002516.2",5446588,5446589,"inside"
"1578","PA4856","1","NC_002516.2",5452332,5452333,"inside"
"1579","PA4856","1","NC_002516.2",5453019,5453020,"inside"
"1580","PA4857","1","NC_002516.2",5455577,5455578,"inside"
"1581","PA4858","1","NC_002516.2",5456584,5456585,"inside"
"1582","PA4860","1","NC_002516.2",5459618,5459619,"inside"
"1583","PA4863","1","NC_002516.2",5462032,5462033,"upstream"
"1584","PA4863","1","NC_002516.2",5462077,5462078,"upstream"
"1585","PA4864","1","NC_002516.2",5463078,5463079,"inside"
"1586","PA4869","1","NC_002516.2",5466393,5466394,"upstream"
"1587","PA4869","1","NC_002516.2",5467098,5467099,"inside"
"1588","PA4870","1","NC_002516.2",5467934,5467935,"downstream"
"1589","PA4886","1","NC_002516.2",5481348,5481349,"inside"
"1590","PA4895","1","NC_002516.2",5489892,5489893,"inside"
"1591","PA4897","1","NC_002516.2",5493300,5493301,"inside"
"1592","PA4898","1","NC_002516.2",5494674,5494675,"inside"
"1593","PA4898","1","NC_002516.2",5496148,5496149,"upstream"
"1594","PA4901","1","NC_002516.2",5499518,5499519,"inside"
"1595","PA4903","1","NC_002516.2",5502110,5502111,"inside"
"1596","PA4906","1","NC_002516.2",5505121,5505122,"inside"
"1597","PA4910","1","NC_002516.2",5509541,5509542,"inside"
"1598","PA4911","1","NC_002516.2",5511241,5511242,"upstream"
"1599","PA4913","1","NC_002516.2",5512904,5512905,"inside"
"1600","PA4925","1","NC_002516.2",5524418,5524419,"inside"
"1601","PA4930","1","NC_002516.2",5533297,5533298,"inside"
"1602","PA4930","1","NC_002516.2",5534340,5534341,"upstream"
"1603","PA4930","1","NC_002516.2",5534681,5534682,"upstream"
"1604","PA4931","1","NC_002516.2",5535084,5535085,"inside"
"1605","PA4936","1","NC_002516.2",5539777,5539778,"upstream"
"1606","PA4937","1","NC_002516.2",5540503,5540504,"inside"
"1607","PA4941","1","NC_002516.2",5545629,5545630,"inside"
"1608","PA4941","1","NC_002516.2",5545758,5545759,"inside"
"1609","PA4943","1","NC_002516.2",5548061,5548062,"inside"
"1610","PA4947","1","NC_002516.2",5552965,5552966,"inside"
"1611","PA4961","1","NC_002516.2",5569407,5569408,"inside"
"1612","PA4962","1","NC_002516.2",5570637,5570638,"inside"
"1613","PA4967","1","NC_002516.2",5576974,5576975,"inside"
"1614","PA4968","1","NC_002516.2",5578736,5578737,"upstream"
"1615","PA4968","1","NC_002516.2",5578980,5578981,"upstream"
"1616","PA4974","1","NC_002516.2",5584197,5584198,"inside"
"1617","PA4977","1","NC_002516.2",5588795,5588796,"inside"
"1618","PA4977","1","NC_002516.2",5589422,5589423,"upstream"
"1619","PA4977","1","NC_002516.2",5589635,5589636,"upstream"
"1620","PA4981","1","NC_002516.2",5594431,5594432,"inside"
"1621","PA4981","1","NC_002516.2",5594812,5594813,"inside"
"1622","PA4982","1","NC_002516.2",5596915,5596916,"inside"
"1623","PA4983","1","NC_002516.2",5598760,5598761,"inside"
"1624","PA4984","1","NC_002516.2",5599431,5599432,"inside"
"1625","PA4988","1","NC_002516.2",5604478,5604479,"inside"
"1626","PA4992","1","NC_002516.2",5608052,5608053,"inside"
"1627","PA4993","1","NC_002516.2",5608987,5608988,"inside"
"1628","PA4995","1","NC_002516.2",5612065,5612066,"inside"
"1629","PA4995","1","NC_002516.2",5612584,5612585,"upstream"
"1630","PA4996","1","NC_002516.2",5614388,5614389,"upstream"
"1631","PA4997","1","NC_002516.2",5614976,5614977,"inside"
"1632","PA5002","1","NC_002516.2",5620489,5620490,"inside"
"1633","PA5005","1","NC_002516.2",5624412,5624413,"inside"
"1634","PA5006","1","NC_002516.2",5626562,5626563,"upstream"
"1635","PA5016","1","NC_002516.2",5639869,5639870,"inside"
"1636","PA5017","1","NC_002516.2",5640229,5640230,"upstream"
"1637","PA5018","1","NC_002516.2",5644336,5644337,"inside"
"1638","PA5021","1","NC_002516.2",5647006,5647007,"upstream"
"1639","PA5025","1","NC_002516.2",5655914,5655915,"inside"
"1640","PA5026","1","NC_002516.2",5657060,5657061,"inside"
"1641","PA5030","1","NC_002516.2",5660923,5660924,"inside"
"1642","PA5037","1","NC_002516.2",5673330,5673331,"inside"
"1643","PA5038","1","NC_002516.2",5674841,5674842,"inside"
"1644","PA5038","1","NC_002516.2",5674890,5674891,"inside"
"1645","PA5039","1","NC_002516.2",5675563,5675564,"inside"
"1646","PA5039","1","NC_002516.2",5675747,5675748,"upstream"
"1647","PA5039","1","NC_002516.2",5676035,5676036,"upstream"
"1648","PA5041","1","NC_002516.2",5678524,5678525,"upstream"
"1649","PA5041","1","NC_002516.2",5678614,5678615,"upstream"
"1650","PA5045","1","NC_002516.2",5682355,5682356,"inside"
"1651","PA5046","1","NC_002516.2",5683583,5683584,"inside"
"1652","PA5047","1","NC_002516.2",5685673,5685674,"inside"
"1653","PA5051","1","NC_002516.2",5689238,5689239,"upstream"
"1654","PA5052","1","NC_002516.2",5691511,5691512,"upstream"
"1655","PA5054","1","NC_002516.2",5693479,5693480,"inside"
"1656","PA5058","1","NC_002516.2",5698708,5698709,"inside"
"1657","PA5059","1","NC_002516.2",5700178,5700179,"inside"
"1658","PA5060","1","NC_002516.2",5701298,5701299,"inside"
"1659","PA5065","1","NC_002516.2",5704433,5704434,"inside"
"1660","PA5066","1","NC_002516.2",5705165,5705166,"upstream"
"1661","PA5071","1","NC_002516.2",5707799,5707800,"upstream"
"1662","PA5072","1","NC_002516.2",5708609,5708610,"upstream"
"1663","PA5073","1","NC_002516.2",5710382,5710383,"upstream"
"1664","PA5075","1","NC_002516.2",5712991,5712992,"inside"
"1665","PA5075","1","NC_002516.2",5713113,5713114,"inside"
"1666","PA5075","1","NC_002516.2",5713114,5713115,"inside"
"1667","PA5076","1","NC_002516.2",5713606,5713607,"inside"
"1668","PA5077","1","NC_002516.2",5716956,5716957,"upstream"
"1669","PA5081","1","NC_002516.2",5720919,5720920,"inside"
"1670","PA5093","1","NC_002516.2",5735338,5735339,"inside"
"1671","PA5095","1","NC_002516.2",5737094,5737095,"inside"
"1672","PA5096","1","NC_002516.2",5738973,5738974,"upstream"
"1673","PA5097","1","NC_002516.2",5740280,5740281,"upstream"
"1674","PA5099","1","NC_002516.2",5742473,5742474,"inside"
"1675","PA5102","1","NC_002516.2",5747347,5747348,"upstream"
"1676","PA5103","1","NC_002516.2",5747852,5747853,"inside"
"1677","PA5104","1","NC_002516.2",5748473,5748474,"inside"
"1678","PA5106","1","NC_002516.2",5750097,5750098,"inside"
"1679","PA5108","1","NC_002516.2",5752027,5752028,"upstream"
"1680","PA5112","1","NC_002516.2",5755351,5755352,"inside"
"1681","PA5112","1","NC_002516.2",5755873,5755874,"inside"
"1682","PA5120","1","NC_002516.2",5768610,5768611,"downstream"
"1683","PA5124","1","NC_002516.2",5772546,5772547,"inside"
"1684","PA5125","1","NC_002516.2",5773401,5773402,"inside"
"1685","PA5127","1","NC_002516.2",5774754,5774755,"upstream"
"1686","PA5135","1","NC_002516.2",5783131,5783132,"upstream"
"1687","PA5147","1","NC_002516.2",5796236,5796237,"inside"
